The table shows the |V(S)| value for each algorithm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domains,Instance Name,Vertex,Edge,METIS_G,,,METIS_F,,,SPAC_G,,,SPAC_F,,,SHEEP_G,,,SHEEP_F,,,NE_G,,,NE_F,,,ParHS-BGEP,,
,,,,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s
misc,aa5,9109,65953,18005,18005,18005,18001,17984,17982,16495,16495,16495,16498,16498,16496,21630,21630,21630,21627,21627,21627,19832,19832,19832,19832,19832,19832,16018,15939,15930
misc,aa6,7938,51728,15840,15840,15840,15779,15767,15766,14360,14360,14360,14358,14357,14357,18054,18054,18054,18052,18052,18052,16845,16845,16845,16845,16845,16845,13919,13817,13808
misc,ABACUS-shell-hd,23412,97536,26203,26203,26203,26199,26199,26199,27152,27152,27152,27142,27142,27142,30778,30778,30778,30735,30735,30735,26606,26606,26606,26599,26599,26599,25958,25952,25949
misc,ABACUS-shell-ld,23412,97536,26203,26203,26203,26199,26199,26199,27152,27152,27152,27142,27142,27142,30778,30778,30778,30735,30735,30735,26627,26627,26627,26627,26627,26627,25957,25957,25928
misc,ABACUS-shell-md,23412,97536,26203,26203,26203,26199,26199,26199,27152,27152,27152,27142,27142,27142,30778,30778,30778,30735,30735,30735,26907,26907,26907,26907,26907,26907,25965,25964,25964
misc,ABACUS-shell-ud,23412,97536,26203,26203,26203,26199,26199,26199,27152,27152,27152,27142,27142,27142,30778,30778,30778,30735,30735,30735,26652,26652,26652,26652,26652,26652,26002,25981,25976
misc,abtaha1,14805,51307,22951,22951,22951,22531,22531,22531,20994,20994,20994,20937,20937,20934,20733,20733,20733,20733,20733,20733,21521,21521,21521,21521,21521,21521,20307,20189,20166
misc,abtaha2,38263,137228,53898,53898,53898,53243,53242,53239,49355,49355,49355,49337,49337,49337,49406,49406,49406,49406,49406,49406,49809,49809,49809,49809,49809,49809,48846,48490,48450
misc,actor-collaboration,68684,3007298,391467,211183,211183,439352,218724,192642,277177,265841,265841,265587,257744,256880,412727,412389,412389,412021,411843,411727,156344,156344,156344,156344,156344,156344,156307,156192,155719
misc,actor-movie,383640,1470326,694141,691201,691201,763623,682473,682464,753781,716213,716213,735937,716799,716798,1102804,1098723,1096769,1102359,1101992,1101924,700152,700152,700152,700150,700150,700150,699890,678951,676229
misc,add20,2395,7462,3340,3340,3340,3290,3290,3290,3340,3340,3340,3299,3299,3299,3193,3193,3193,3222,3222,3222,3270,3270,3270,3270,3270,3270,3086,3086,3086
misc,add32,4960,9462,5150,5150,5150,5139,5139,5139,5213,5213,5213,5213,5213,5213,5323,5323,5323,5306,5306,5306,5265,5265,5265,5265,5265,5265,5116,5116,5116
misc,adder-dcop-01,1813,6294,2667,2667,2667,2496,2496,2496,2645,2645,2645,2606,2606,2606,2474,2474,2474,2494,2494,2494,2599,2599,2599,2595,2595,2595,2408,2406,2402
misc,adder-dcop-02,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2573,2573,2573,2573,2573,2573,2411,2411,2411
misc,adder-dcop-03,1813,6342,2575,2575,2575,2487,2487,2487,2710,2710,2710,2650,2650,2650,2470,2470,2470,2463,2463,2463,2551,2551,2551,2550,2550,2550,2395,2395,2395
misc,adder-dcop-04,1813,6279,2538,2538,2538,2418,2418,2418,2682,2682,2682,2609,2609,2609,2447,2447,2447,2454,2454,2454,2742,2742,2742,2742,2742,2742,2363,2363,2363
misc,adder-dcop-05,1813,6287,2515,2515,2515,2478,2478,2478,2642,2642,2642,2602,2602,2602,2462,2462,2462,2463,2463,2463,2652,2652,2652,2652,2652,2652,2384,2384,2384
misc,adder-dcop-06,1813,6367,2577,2577,2577,2462,2462,2462,2702,2702,2702,2635,2635,2635,2503,2503,2503,2497,2497,2497,2736,2736,2736,2736,2736,2736,2374,2374,2374
misc,adder-dcop-07,1813,6369,2574,2574,2574,2482,2482,2482,2708,2708,2708,2650,2650,2650,2497,2497,2497,2484,2484,2484,2787,2787,2787,2787,2787,2787,2387,2387,2387
misc,adder-dcop-08,1813,6383,2639,2639,2639,2477,2477,2477,2614,2614,2614,2572,2572,2572,2475,2475,2475,2474,2474,2474,2672,2672,2672,2671,2671,2671,2393,2393,2393
misc,adder-dcop-09,1813,6378,2620,2620,2620,2477,2477,2477,2716,2716,2716,2654,2654,2654,2484,2484,2484,2474,2474,2474,2631,2631,2631,2630,2630,2630,2381,2381,2381
misc,adder-dcop-10,1813,6376,2560,2560,2560,2456,2456,2456,2712,2712,2712,2641,2641,2641,2492,2492,2492,2472,2472,2472,2760,2760,2760,2760,2760,2760,2401,2401,2401
misc,adder-dcop-11,1813,6382,2568,2568,2568,2517,2517,2517,2638,2638,2638,2589,2589,2589,2507,2507,2507,2508,2508,2508,2722,2722,2722,2722,2722,2722,2400,2400,2400
misc,adder-dcop-12,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2647,2647,2647,2646,2646,2646,2404,2404,2404
misc,adder-dcop-13,1813,6383,2550,2550,2550,2451,2451,2451,2725,2725,2725,2668,2668,2668,2510,2510,2510,2502,2502,2502,2743,2743,2743,2743,2743,2743,2377,2377,2377
misc,adder-dcop-14,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2664,2664,2664,2657,2657,2657,2395,2395,2395
misc,adder-dcop-15,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2651,2651,2651,2644,2644,2644,2393,2393,2393
misc,adder-dcop-16,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2626,2626,2626,2624,2624,2624,2402,2402,2402
misc,adder-dcop-17,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2585,2585,2585,2585,2585,2585,2403,2403,2403
misc,adder-dcop-18,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2593,2593,2593,2591,2591,2591,2392,2392,2392
misc,adder-dcop-19,1813,6383,2611,2611,2611,2485,2485,2485,2739,2739,2739,2671,2671,2671,2509,2509,2509,2501,2501,2501,2693,2693,2693,2694,2694,2694,2402,2402,2402
misc,adder-dcop-20,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2658,2658,2658,2658,2658,2658,2398,2398,2398
misc,adder-dcop-21,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2823,2823,2823,2824,2824,2824,2406,2401,2401
misc,adder-dcop-22,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2711,2711,2711,2708,2708,2708,2402,2402,2402
misc,adder-dcop-23,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2837,2837,2837,2837,2837,2837,2412,2412,2412
misc,adder-dcop-24,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2539,2539,2539,2539,2539,2539,2411,2411,2411
misc,adder-dcop-25,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2689,2689,2689,2692,2692,2692,2391,2389,2389
misc,adder-dcop-26,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2523,2523,2523,2523,2523,2523,2402,2402,2402
misc,adder-dcop-27,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2733,2733,2733,2733,2733,2733,2399,2399,2399
misc,adder-dcop-28,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2641,2641,2641,2643,2643,2643,2397,2397,2394
misc,adder-dcop-29,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2688,2688,2688,2684,2684,2684,2405,2404,2404
misc,adder-dcop-30,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2744,2744,2744,2745,2745,2745,2406,2406,2406
misc,adder-dcop-31,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2631,2631,2631,2629,2629,2629,2413,2413,2413
misc,adder-dcop-32,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2605,2605,2605,2605,2605,2605,2402,2400,2400
misc,adder-dcop-33,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2650,2650,2650,2650,2650,2650,2390,2387,2387
misc,adder-dcop-34,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2644,2644,2644,2644,2644,2644,2399,2398,2398
misc,adder-dcop-35,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2640,2640,2640,2639,2639,2639,2396,2396,2395
misc,adder-dcop-36,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2667,2667,2667,2667,2667,2667,2404,2404,2404
misc,adder-dcop-37,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2706,2706,2706,2706,2706,2706,2408,2408,2408
misc,adder-dcop-38,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2722,2722,2722,2721,2721,2721,2391,2391,2391
misc,adder-dcop-39,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2684,2684,2684,2680,2680,2680,2400,2400,2400
misc,adder-dcop-40,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2637,2637,2637,2633,2633,2633,2407,2407,2407
misc,adder-dcop-41,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2669,2669,2669,2663,2663,2663,2396,2396,2396
misc,adder-dcop-42,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2597,2597,2597,2597,2597,2597,2398,2398,2398
misc,adder-dcop-43,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2683,2683,2683,2684,2684,2684,2407,2407,2407
misc,adder-dcop-44,1813,6383,2548,2548,2548,2544,2544,2544,2653,2653,2653,2596,2596,2596,2497,2497,2497,2495,2495,2495,2594,2594,2594,2577,2577,2577,2401,2401,2401
misc,adder-dcop-45,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2639,2639,2639,2638,2638,2638,2402,2401,2401
misc,adder-dcop-46,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2664,2664,2664,2665,2665,2665,2403,2403,2403
misc,adder-dcop-47,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2735,2735,2735,2732,2732,2732,2390,2390,2390
misc,adder-dcop-48,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2564,2564,2564,2560,2560,2560,2397,2397,2397
misc,adder-dcop-49,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2648,2648,2648,2645,2645,2645,2407,2407,2407
misc,adder-dcop-50,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2686,2686,2686,2684,2684,2684,2390,2390,2390
misc,adder-dcop-51,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2612,2612,2612,2612,2612,2612,2396,2396,2396
misc,adder-dcop-52,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2653,2653,2653,2653,2653,2653,2380,2378,2378
misc,adder-dcop-53,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2660,2660,2660,2660,2660,2660,2402,2402,2402
misc,adder-dcop-54,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2622,2622,2622,2616,2616,2616,2396,2396,2396
misc,adder-dcop-55,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2642,2642,2642,2638,2638,2638,2391,2391,2391
misc,adder-dcop-56,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2819,2819,2819,2819,2819,2819,2406,2406,2406
misc,adder-dcop-57,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2756,2756,2756,2752,2752,2752,2405,2405,2405
misc,adder-dcop-58,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2697,2697,2697,2693,2693,2693,2409,2409,2409
misc,adder-dcop-59,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2564,2564,2564,2564,2564,2564,2416,2416,2416
misc,adder-dcop-60,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2805,2805,2805,2805,2805,2805,2401,2401,2399
misc,adder-dcop-61,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2657,2657,2657,2654,2654,2654,2406,2406,2406
misc,adder-dcop-62,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2571,2571,2571,2571,2571,2571,2410,2410,2407
misc,adder-dcop-63,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2750,2750,2750,2749,2749,2749,2390,2390,2390
misc,adder-dcop-64,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2668,2668,2668,2668,2668,2668,2406,2405,2405
misc,adder-dcop-65,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2583,2583,2583,2577,2577,2577,2404,2404,2404
misc,adder-dcop-66,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2648,2648,2648,2648,2648,2648,2403,2403,2403
misc,adder-dcop-67,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2748,2748,2748,2741,2741,2741,2399,2399,2399
misc,adder-dcop-68,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2496,2496,2496,2492,2492,2492,2428,2428,2428
misc,adder-dcop-69,1813,6384,2513,2513,2513,2498,2498,2498,2676,2676,2676,2628,2628,2628,2509,2509,2509,2501,2501,2501,2739,2739,2739,2735,2735,2735,2411,2411,2411
misc,adder-trans-01,1814,6387,2585,2585,2585,2473,2473,2473,2662,2662,2662,2613,2613,2613,2508,2508,2508,2498,2498,2498,2652,2652,2652,2653,2653,2653,2393,2393,2393
misc,adder-trans-02,1814,6387,2585,2585,2585,2473,2473,2473,2662,2662,2662,2613,2613,2613,2508,2508,2508,2498,2498,2498,2782,2782,2782,2782,2782,2782,2406,2406,2406
misc,advogato,5155,39285,14208,14208,14208,13861,13860,13860,17033,17033,17033,17179,17050,17043,22294,22294,22294,22153,22153,22153,13633,13633,13633,13633,13633,13633,13483,13483,13483
misc,af23560,23560,230968,31352,31352,31352,31268,31268,31268,32382,32382,32382,32375,32375,32375,43308,43308,43308,43294,43294,43294,33695,33695,33695,33632,33632,33632,31071,30870,30845
misc,aff-dbpedia-users2country,590112,624401,591460,591460,591460,591462,591461,591461,593267,593267,593267,593271,593268,593260,591053,591053,591053,591066,591066,591066,612607,612607,612607,612612,612612,612446,591039,591006,590972
misc,aff-delicious-user-tag,128709,901856,256874,255912,255912,253874,252262,252254,290887,287694,287694,284704,284430,284424,308236,308236,308236,308249,308219,308214,230717,230717,230717,230717,230717,230717,230717,230620,230555
misc,aff-github-user2project,120865,439858,215693,215693,215693,213753,213684,213637,239109,238171,238171,236911,236778,236769,257612,257612,257612,257542,257537,257537,205211,205211,205211,205211,205211,205211,205148,204589,204257
misc,af-shell2,61074,1025326,68895,68895,68895,69461,69461,69459,70751,70751,70751,70750,70750,70750,104759,104759,104759,104745,104745,104475,69639,69639,69639,69608,69608,69608,68774,68714,68684
misc,af-shell3,121417,1079804,130769,130769,130769,130543,130543,130543,307294,276732,192876,187100,187100,186640,227951,227951,227951,253244,250254,249185,137294,137294,137294,137293,137293,137293,130552,130216,130196
misc,af-shell4,121417,1079804,130769,130769,130769,130543,130543,130543,307294,276753,192876,187100,187100,186640,227951,227951,227951,253247,250254,249185,137561,137561,137561,137561,137561,137561,130552,130250,130229
misc,af-shell5,121035,1076376,130447,130447,130447,130200,130200,130200,307222,277182,189805,186842,186139,186139,236867,236867,236867,263377,262247,258222,137082,137082,137082,137082,137082,137082,130199,129930,129884
misc,af-shell6,121035,1076376,130447,130447,130447,130200,130200,130200,307199,277141,189805,186842,186139,186139,236867,236867,236867,263377,262247,258222,137503,137503,137503,137503,137503,137503,130207,129944,129875
misc,af-shell7,120437,1071042,129884,129884,129884,129679,129679,129679,311651,279480,193527,185924,185924,185924,228692,228692,228692,254665,252630,251376,136787,136787,136787,136770,136770,136770,129673,129336,129321
misc,af-shell8,120437,1071042,129884,129884,129884,129679,129679,129679,311651,279480,193527,185924,185924,185924,228692,228692,228692,254665,252523,251376,136146,136146,136146,136146,135953,135953,129674,129320,129305
misc,aft01,8205,58681,10117,10117,10117,10148,10148,10148,10708,10708,10708,10692,10692,10692,17213,17213,17213,17924,17924,17924,10426,10426,10426,10410,10410,10410,10030,10026,10020
misc,aft02,8184,59789,10151,10151,10151,10162,10162,10162,10713,10713,10713,10700,10700,10700,17567,17567,17567,17686,17686,17686,10285,10285,10285,10285,10285,10285,10059,10053,10041
misc,air02,6824,61555,9628,9628,9628,9650,9650,9650,8576,8576,8576,8576,8576,8576,8630,8630,8630,8630,8630,8630,22537,22537,22537,22538,22538,22538,8535,8527,8522
misc,air03,10881,91028,15737,15737,15737,15628,15627,15627,14018,14018,14018,14017,14017,14017,13969,13969,13969,13969,13969,13969,31175,31175,31175,31175,31175,31175,13928,13928,13928
misc,air04,9727,72965,18741,18741,18741,18676,18664,18660,17456,17456,17456,17452,17448,17448,23421,23421,23421,23421,23421,23421,20887,20887,20887,20887,20887,20887,16896,16767,16763
misc,air05,7621,52121,15474,15474,15474,15534,15521,15511,14221,14221,14221,14215,14215,14215,16501,16501,16501,16501,16501,16501,15613,15613,15613,15613,15613,15613,13735,13664,13661
misc,air06,9452,70806,18872,18872,18872,18766,18754,18752,16996,16996,16996,16982,16980,16980,22807,22807,22807,22801,22801,22801,20693,20693,20693,20693,20693,20693,16544,16482,16477
misc,aircraft,11271,20267,11519,11519,11519,11510,11510,11510,11500,11500,11500,11500,11500,11500,11491,11491,11491,11518,11518,11518,15004,15004,15004,15004,15004,15004,11482,11482,11482
misc,airfoil-2d,14214,124987,17513,17513,17513,17522,17522,17522,19019,19019,19019,18989,18989,18989,34825,34825,34825,35182,34196,34196,17820,17820,17820,17820,17820,17820,17428,17427,17427
misc,Alemdar,6240,18168,7683,7683,7683,7681,7681,7681,7730,7730,7730,7727,7727,7727,9942,9942,9942,9961,9961,9961,7936,7936,7936,7936,7936,7936,7508,7498,7493
misc,amazon0302,262111,899792,315603,315603,315603,315150,315137,315114,316991,316960,316960,316852,316834,316787,542539,502917,502917,568985,498370,495599,335344,335344,335344,335344,335344,335344,315198,313250,309953
misc,Andrews,60000,350077,89233,89233,89233,88866,88862,88853,90171,90171,90171,89679,89629,89621,309656,294574,294574,315664,296071,295380,89963,89963,89963,89963,89963,89963,88874,87388,85602
