Family,Instance Name,METIS,,,,,,,,,SPAC,,,,,,,,,SHEEP,,,,,,,,,NE,,,,,,,,
,,Block,,,MaxFlow,,,My,,,Block,,,MaxFlow,,,My,,,Block,,,MaxFlow,,,My,,,Block,,,MaxFlow,,,My,,
,,Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s)
misc,TS,4517,4517,4517,4507,4507,4507,4439,4439,4439,4286,4286,4286,4279,4279,4279,4303,4303,4303,4436,4436,4436,4436,4436,4436,4436,4436,4436,4419,4419,4419,4419,4419,4419,4419,4419,4419
misc,TSC-OPF-1047,129532,38403,38403,113826,49702,46275,129532,44094,44094,22498,22498,22498,22625,22550,22550,22432,22432,22432,34293,34293,34293,34205,34205,34060,34027,34027,34027,44347,44347,44347,44347,44347,44347,44347,44347,44347
misc,TSC-OPF-300,16640,16640,16640,16115,15932,15932,16011,16011,16011,15150,15150,15150,15134,15134,15134,15101,15101,15101,16378,16378,16378,16400,16400,16400,16443,16443,16443,17707,17707,17707,17707,17707,17707,17707,17707,17707
misc,TSOPF-FS-b162-c1,20558,20558,20558,20417,20338,20337,20313,20313,20313,20053,20053,20053,20128,20123,20123,19745,19745,19745,25992,25992,25992,26868,26868,26868,24947,24947,24947,22847,22847,22847,22847,22847,22847,22847,22847,22847
misc,TSOPF-FS-b162-c3,47309,47309,47309,42027,42004,42004,170206,45876,45876,38681,38681,38681,38764,38764,38764,37792,37792,37792,65758,65758,65758,65708,65708,65708,57181,57181,57181,57182,57182,57182,57237,57187,57187,57237,57237,57237
misc,TSOPF-FS-b162-c4,61042,61042,61042,54598,54583,54579,209195,58367,58367,48395,48395,48395,48513,48513,48513,51351,47925,47925,82270,82270,82270,82477,82452,82452,82713,72621,72621,73314,73314,73314,73332,73332,73332,73282,73282,73282
misc,TSOPF-FS-b300,409751,57660,57660,409744,62532,61328,409751,56067,56067,55772,55772,55772,56447,56447,56447,59327,54954,54954,91027,91027,91027,91714,90824,90824,91716,83328,83328,63794,63794,63794,63759,63759,63759,63695,63695,63695
misc,TSOPF-FS-b300-c1,409751,57660,57660,409744,62532,61328,409751,56067,56067,55772,55772,55772,56447,56447,56447,59327,54954,54954,91027,91027,91027,91714,90824,90824,91716,83328,83328,65463,65463,65463,65465,65465,65465,65500,65225,65225
misc,TSOPF-FS-b300-c2,68180,68180,68180,67878,67793,67784,77936,67639,67639,71207,71207,71207,71195,71190,71190,75396,69597,69597,132904,86438,86438,129582,123957,88447,132904,86253,86253,92060,92060,92060,92060,92060,92060,92026,92026,92026
misc,TSOPF-FS-b39-c19,89289,89289,89289,88130,88129,88094,166450,87355,87355,79362,79362,79362,80523,79386,79386,79135,79135,79135,120903,120903,120903,120903,120893,120893,120994,112100,112100,126047,126047,126047,126043,126043,126043,126028,126028,126028
misc,TSOPF-FS-b39-c30,140286,140286,140286,136715,136715,136714,282120,137844,137844,123435,123435,123435,124671,123451,123451,124671,123220,123220,162163,162163,162163,162183,162173,162173,162226,150041,150041,165695,165695,165695,165695,165695,165695,165389,165389,165389
misc,TSOPF-FS-b39-c7,35029,35029,35029,34978,34978,34961,34124,34124,34124,31370,31370,31370,31375,31375,31375,31129,31129,31129,50396,50396,50396,50598,50598,50514,50687,46633,46633,48541,48541,48541,48543,48543,48543,48524,48524,48524
misc,TSOPF-FS-b9-c6,16492,16492,16492,16515,16515,16515,16264,16264,16264,15347,15347,15347,15351,15351,15351,15296,15296,15296,25473,25473,25473,25529,25529,25529,24680,24680,24680,23330,23330,23330,23329,23329,23329,23221,23221,23221
misc,TSOPF-RS-b162-c1,11901,11901,11901,11352,11351,11351,11905,11905,11905,11159,11159,11159,11238,11231,11218,11111,11111,11111,11219,11219,11219,11425,11425,11425,11195,11195,11195,18258,18258,18258,18258,18258,18258,18096,18096,18096
misc,TSOPF-RS-b162-c3,23684,23684,23684,22289,22275,22275,23605,23605,23605,20404,20404,20404,20216,20216,20216,20337,20337,20337,176438,176438,176438,177209,176790,176527,178215,40832,40832,35418,35418,35418,35419,35419,35419,35152,35152,35152
misc,TSOPF-RS-b162-c4,30146,30146,30146,27341,27341,27339,30136,30136,30136,25274,25274,25274,25118,25118,25118,25204,25204,25204,149113,149113,149113,149269,149269,149269,149905,149905,113525,52812,52812,52812,52812,52812,52812,52812,52812,52812
misc,TSOPF-RS-b300-c1,33144,33144,33144,216754,31341,31297,216756,32147,32147,30807,30807,30807,30833,30832,30767,30365,30365,30365,30651,30651,30651,30753,30753,30753,30517,30517,30517,44560,44560,44560,44560,44560,44560,44494,44494,44494
misc,TSOPF-RS-b300-c3,83296,83296,83296,83575,83575,83575,91699,82854,82854,85877,85877,85877,85950,85948,85948,89716,84118,84118,427655,419497,419497,426740,419609,419609,427655,427655,297366,137482,137482,137482,137473,137473,137473,137490,137490,137490
misc,TSOPF-RS-b39-c19,44699,44699,44699,43991,43991,43988,44782,44782,44782,40130,40130,40130,40110,40110,40110,40127,40127,40127,91746,91746,91746,91510,91510,91510,92622,58751,58751,78796,78796,78796,78817,78777,78777,78419,78419,78419
misc,TSOPF-RS-b39-c30,68308,68308,68308,102135,68459,68459,102135,67948,67948,62202,62202,62202,63530,62162,62162,62190,62190,62190,124356,124356,124356,124544,124372,124372,124744,105591,105591,85959,85959,85959,85959,85959,85959,85959,85959,85959
misc,TSOPF-RS-b39-c7,17580,17580,17580,17507,17506,17506,17264,17264,17264,16032,16032,16032,15999,15999,15999,16023,16023,16023,81760,81760,81760,82187,82140,82140,25266,25266,25266,32931,32931,32931,32931,32931,32931,32823,32823,32823
misc,TSOPF-RS-b678-c1,90648,53759,53759,56753,56735,56735,90648,53827,53827,49329,49329,49329,49426,49426,49426,48821,48821,48821,233304,231777,231777,232912,232564,232525,233304,219402,219402,91762,91762,91762,91762,91762,91762,91686,91686,91686
misc,TSOPF-RS-b9-c6,8547,8547,8547,8594,8594,8594,8503,8503,8503,7803,7803,7803,7803,7803,7803,7805,7805,7805,17621,17621,17621,17627,17627,17627,17452,17452,17452,11821,11821,11821,11821,11821,11821,11821,11821,11821
misc,ts-palko,109622,109622,109622,107545,107525,107524,145929,107122,107122,94190,94190,94190,94194,94194,94194,94156,94156,94156,207396,207396,207396,207418,207418,207418,207629,164977,164977,117580,117580,117580,117936,115630,115630,117924,117924,117924
misc,tsyl201,31893,31893,31893,33367,33327,33264,31027,31027,31027,40301,40301,40301,41870,41853,41796,37922,37922,37922,76715,76715,76715,80517,77624,77624,76270,76270,76270,31391,31391,31391,31386,31386,31386,31372,31372,31372
misc,tube1,26142,26142,26142,26435,26435,26435,26101,26101,26101,28036,28036,28036,28042,28042,28042,27413,27413,27413,38467,38467,38467,40111,39806,39806,38770,38770,38770,26816,26816,26816,26819,26819,26819,26818,26818,26818
misc,tube2,26055,26055,26055,26495,26486,26486,25999,25999,25999,27347,27347,27347,27355,27355,27355,26846,26846,26846,41556,41556,41556,41644,41644,41644,41576,41576,41576,26396,26396,26396,26393,26393,26393,26395,26395,26395
misc,tuma1,24687,24687,24687,24687,24687,24687,24674,24674,24674,24631,24631,24631,24631,24631,24631,24625,24625,24625,25971,25971,25971,25970,25970,25970,25886,25886,25886,25984,25984,25984,25990,25990,25990,25955,25955,25955
misc,tuma2,14096,14096,14096,14096,14096,14096,14091,14091,14091,14099,14099,14099,14099,14099,14099,14091,14091,14091,14807,14807,14807,14837,14837,14837,14803,14803,14803,14701,14701,14701,14703,14703,14703,14688,14688,14688
misc,turon-m,200439,200439,200439,218000,200370,200370,218000,200433,200433,200555,200555,200555,210451,200545,200545,210451,200482,200482,265210,261058,261058,263417,263189,263189,265210,228381,228381,208794,208794,208794,208790,208790,208790,208776,208776,208776
misc,twotone,150502,150502,150502,149757,149741,149727,210278,148940,148940,150771,150771,150771,156184,150800,150800,156184,149702,149702,176091,176091,176091,175511,175065,175036,187496,176158,176158,148867,148867,148867,148867,148867,148867,148856,148856,148856
misc,ulevimin,65964,65964,65964,66692,66686,66615,78087,64666,64666,61231,61231,61231,61231,61231,61231,61193,61193,61193,66751,66751,66751,67671,67671,66874,67634,67634,67634,71206,71206,71206,71206,71206,71206,71206,71206,71206
misc,us04,35059,35059,35059,34919,34919,34906,34505,34505,34505,34839,34839,34839,34842,34842,34842,34756,34756,34756,32068,32068,32068,32068,32068,32068,32061,32061,32061,72395,72395,72395,72395,72395,72395,72395,72395,72395
misc,usroads,130522,130522,130522,130522,130522,130522,130522,130522,130522,130480,130480,130480,130480,130480,130480,130470,130470,130470,137378,137378,137378,137578,137578,137578,137161,137161,137161,132577,132577,132577,132577,132577,132577,132555,132555,132555
misc,usroads-48,127568,127568,127568,127568,127568,127568,127557,127557,127557,127443,127443,127443,127443,127443,127443,127438,127438,127438,134986,134986,134986,135155,132620,132620,134966,134966,134966,129594,129594,129594,129594,129594,129594,129594,129594,129594
misc,utm1700b,2967,2967,2967,3074,3074,3074,2990,2990,2990,2979,2979,2979,2994,2994,2994,2981,2981,2981,6726,6726,6726,6979,6979,6979,6665,6665,6665,2962,2962,2962,2962,2962,2962,2963,2963,2963
misc,utm3060,4845,4845,4845,4945,4945,4945,4845,4845,4845,5034,5034,5034,5044,5044,5044,4999,4999,4999,13759,13759,13759,13951,13951,13951,13730,13730,13730,4805,4805,4805,4805,4805,4805,4802,4802,4802
misc,utm5940,8308,8308,8308,8480,8480,8480,8283,8283,8283,8785,8785,8785,8783,8783,8783,8723,8723,8723,26533,26533,26533,27017,27017,27017,26397,26397,26397,8341,8341,8341,8337,8337,8337,8341,8341,8341
misc,vanbody,55541,55541,55541,56232,56219,56210,55457,55457,55457,57481,57481,57481,58551,57464,57464,57246,57246,57246,97855,97855,97855,95657,95614,93762,90638,90638,90638,57719,57719,57719,57713,57713,57713,57673,57673,57673
misc,venkat01,68260,68260,68260,68493,68493,68493,68192,68192,68192,70240,70240,70240,70635,70240,70240,69816,69816,69816,87907,87907,87907,88681,88681,88681,87358,87358,87358,69205,69205,69205,69184,69184,69184,69201,69201,69201
misc,venkat25,68260,68260,68260,68493,68493,68493,68192,68192,68192,70240,70240,70240,70635,70240,70240,69816,69816,69816,87907,87907,87907,88681,88681,88681,87358,87358,87358,69303,69303,69303,69183,69183,69183,69303,69303,69303
misc,venkat50,68260,68260,68260,68493,68493,68493,68192,68192,68192,70240,70240,70240,70635,70240,70240,69816,69816,69816,87907,87907,87907,88681,88681,88681,87358,87358,87358,69369,69369,69369,69375,69375,69375,69375,69375,69375
misc,venturiLevel3,1454919,1454919,1454919,1454944,1454919,1454919,1454948,1454903,1454903,2141637,2141637,1546602,2141642,2141642,1551420,2141637,2141637,1506774,1838628,1514442,1514442,1838628,1838628,1517350,1838628,1838628,1496002,1462873,1462873,1462873,1462873,1462873,1462873,1462873,1462873,1462873
misc,vfem,110465,110465,110465,109646,109640,109638,125692,110034,110034,113572,113572,113572,116457,113535,113535,116457,112997,112997,297641,293409,293409,296551,296551,296551,297641,275414,275414,113915,113915,113915,113915,113915,113915,113906,113906,113906
misc,vibrobox,20728,20728,20728,20172,20161,20159,20616,20616,20616,24202,24202,24202,24883,24883,24883,24014,24014,24014,62617,62617,62617,59492,59492,55615,64928,64928,64928,19031,19031,19031,19031,19031,19031,19029,19029,19029
misc,viscoplastic1,6415,6415,6415,6070,6070,6070,6196,6196,6196,9074,9074,9074,9073,9073,9073,8681,8681,8681,7669,7669,7669,7615,7615,7615,7627,7627,7627,6077,6077,6077,6075,6075,6075,6075,6075,6075
misc,viscoplastic2,37461,37461,37461,37342,37342,37342,37224,37224,37224,49637,49637,49637,49616,49616,49616,48788,48788,48788,45881,45881,45881,45813,45813,45813,44827,44827,44827,37617,37617,37617,37617,37617,37617,37617,37617,37617
misc,viscorocks,43124,43124,43124,43761,43752,43748,43116,43116,43116,45404,45404,45404,45361,45360,45360,45212,45212,45212,59865,58398,58398,59581,59581,59581,59865,58412,58412,44479,44479,44479,44483,44483,44483,44488,44488,44488
misc,wang1,4649,4649,4649,4649,4649,4649,4615,4615,4615,4724,4724,4724,4728,4728,4728,4661,4661,4661,6403,6403,6403,6362,6362,6362,6488,6488,6488,4446,4446,4446,4446,4446,4446,4446,4446,4446
misc,wang2,4649,4649,4649,4649,4649,4649,4615,4615,4615,4724,4724,4724,4728,4728,4728,4661,4661,4661,6403,6403,6403,6362,6362,6362,6488,6488,6488,4471,4471,4471,4471,4471,4471,4471,4471,4471
misc,wang3,33499,33499,33499,33493,33493,33493,33235,33235,33235,34176,34176,34176,34183,34183,34183,33817,33817,33817,53112,53112,53112,52901,52901,52901,51081,51081,51081,32850,32850,32850,32850,32850,32850,32850,32850,32850
misc,wang4,33583,33583,33583,33570,33570,33570,33322,33322,33322,34146,34146,34146,34135,34135,34135,33827,33827,33827,52986,52986,52986,52771,52771,52771,47603,47603,47603,32544,32544,32544,32544,32544,32544,32544,32544,32544
misc,water-tank,78025,78025,78025,79565,79559,79559,96296,77664,77664,87885,87885,87885,91729,87831,87831,91729,86766,86766,171676,171676,171676,174152,174132,174132,170133,170133,170133,82549,82549,82549,82500,82500,82500,82549,82549,82549
misc,wathen100,34205,34205,34205,34320,34319,34318,34136,34136,34136,35346,35346,35346,35320,35320,35320,35040,35040,35040,57226,57226,57226,57715,57715,57715,57385,57385,57385,35039,35039,35039,35039,35039,35039,35039,35039,35039
misc,wathen120,40635,40635,40635,40718,40718,40718,40563,40563,40563,41939,41939,41939,41912,41912,41912,41525,41525,41525,65649,65649,65649,65660,65660,65660,65665,65665,65665,41227,41227,41227,41227,41227,41227,41227,41227,41227
misc,watson-1,590128,590128,590128,590129,590129,590129,590385,590096,590096,590013,590013,590013,590013,590013,590013,590012,590012,590012,662282,652212,652212,657512,654214,653755,662282,629385,629385,601305,601305,601305,601169,601112,600654,601300,601300,601300
misc,watson-2,1031776,1031776,1031776,1033385,1031528,1031527,1033385,1032844,1032844,1031998,1031998,1031998,1032002,1032002,1032002,1032845,1032845,1032845,1144541,1144541,1124325,1144488,1129464,1123816,1144541,1144541,1102328,1050072,1050072,1050072,1050050,1049770,1049770,1050006,1050006,1050006
misc,watt-1,3016,3016,3016,3029,3029,3029,3022,3022,3022,3062,3062,3062,3063,3063,3063,3060,3060,3060,4085,4085,4085,4069,4069,4069,4114,4114,4114,2901,2901,2901,2901,2901,2901,2901,2901,2901
misc,watt-2,3045,3045,3045,3047,3047,3047,3046,3046,3046,3088,3088,3088,3090,3090,3090,3087,3087,3087,4007,4007,4007,3996,3996,3996,4006,4006,4006,2939,2939,2939,2939,2939,2939,2939,2939,2939
misc,wave,182680,182680,182680,202756,182257,182257,202756,182239,182239,187611,187611,187611,195294,187461,187461,195294,186712,186712,340632,340632,340632,345195,344812,342690,351892,305070,305070,183824,183824,183824,183769,183769,183769,183815,183815,183815
misc,waveguide3D,26793,26793,26793,26453,26453,26453,26682,26682,26682,27031,27031,27031,26979,26970,26970,26807,26807,26807,99018,99018,99018,106866,103747,93032,82681,82681,82681,27654,27654,27654,27653,27653,27653,27653,27653,27653
misc,wb-cs-stanford,11058,11058,11058,11010,11010,11010,10977,10977,10977,10688,10688,10688,10690,10690,10690,10638,10638,10638,11628,11628,11628,11680,11680,11680,11681,11681,11681,10997,10997,10997,10997,10997,10997,10997,10997,10997
misc,web-BerkStan,47641,47641,47641,47488,47473,47473,47765,47765,47765,77834,77834,77834,85051,76370,68376,60155,60155,60155,49858,49858,49858,50107,50066,50066,49273,49273,49273,50900,50900,50900,50903,50903,50903,50900,50900,50900
misc,web-NotreDame,365670,340359,340359,340295,340280,340266,365670,339208,339208,338128,338128,338128,338186,338159,338152,342743,337508,337508,371379,362814,362814,371066,370944,370699,371379,367302,367302,354479,354479,354479,354479,354479,354479,354479,354479,354479
misc,web-Stanford,413715,307734,307734,309613,309457,309399,413715,302743,302743,401216,338359,338359,351015,340733,339753,401216,401216,326512,374433,365475,365475,371333,370921,369713,374433,362052,362052,328355,328355,328355,328355,328355,328233,328371,328327,328327
misc,wikiconflict,511513,189190,189190,511516,184563,184552,511513,511513,177329,243470,169642,169642,176200,168921,168836,243470,243470,167987,461859,461859,461859,461725,461626,461611,462056,459892,459892,189440,189440,189440,189440,189440,189440,189440,189440,189440
misc,wikipedia-link-de,991075,699589,699589,991023,696286,696286,991075,991075,697499,1943520,1943520,924563,1943529,925863,925691,1943520,1943520,873854,852484,852484,852484,852484,852484,852484,852484,852484,852484,770406,770406,770406,770406,770406,770406,770498,770498,769530
misc,wikipedia-link-fr,890037,603047,603047,889951,604145,604145,890037,890037,602021,1953332,1953332,814087,1953332,840763,840694,1953332,1953332,772818,779871,779871,779871,779671,779552,779486,779935,775242,775242,662922,662922,662922,662921,662921,662921,662922,662922,660369
misc,wikisigned-k2,336144,203865,203865,200361,200331,200318,336144,336144,201393,304382,237471,237471,237498,237454,237410,304382,304382,224086,296210,296210,296210,295968,295959,295954,296089,296089,296089,204818,204818,204818,204818,204818,204818,204818,204818,204818
misc,wiki-Talk,3411834,3411834,2698770,3411834,3411834,2704246,3411834,3411834,2695903,2914402,2914402,2735645,2914402,2914402,2737789,2914402,2914402,2722692,2602122,2602083,2602083,2602094,2601928,2601884,2602122,2601723,2601723,2611892,2611810,2611810,2611810,2611810,2611810,2611892,2611892,2611689
misc,wordnet-words,94752,94752,94752,94360,94342,94300,116356,93849,93849,105726,105726,105726,112150,111213,110347,138986,100038,100038,110578,110578,110578,114354,110604,110604,111181,111181,111181,97748,97748,97748,97748,97748,97748,97748,97748,97748
misc,youtube-groupmemberships,75273,75273,75273,74379,74371,74330,105076,74054,74054,80539,80539,80539,80459,80459,80459,94567,78255,78255,98441,98441,98441,98441,98441,98441,98441,98441,98441,75531,75531,75531,75531,75531,75531,75531,75531,75531
misc,youtube-links,245175,245175,245175,244657,244657,244651,324177,243867,243867,250175,250175,250175,250328,250320,250320,262557,248063,248063,248852,248852,248852,248681,248681,248681,248892,248892,248892,262749,262749,262749,262749,262749,262749,262749,262749,262749
misc,youtube-u-growth,350702,350702,350702,349753,349740,349740,421068,350495,350495,607159,363089,363089,607159,367732,367732,607159,362131,362131,343612,343612,343612,343612,343612,343612,343612,343612,343612,386699,386699,386699,386699,386699,386699,386699,386699,386699
